# Tiempo	x1	y1	z1	x2	y2	z2	v1	v2	K_total	U_total	E_total
0.00000000	0.00000000	0.00000000	0.00000000	10.00000000	0.00000000	0.00000000	0.00000000	8.00000000	32.00000000	-100.00000000	-68.00000000
0.01000000	0.00000050	0.00000000	0.00000000	9.99950000	0.08000000	0.00000000	0.00010000	8.00022499	32.00180493	-100.00180492	-68.00000000
0.02000000	0.00000200	0.00000001	0.00000000	9.99800000	0.15999200	0.00000000	0.00020001	8.00089996	32.00722011	-100.00722010	-67.99999999
0.03000000	0.00000450	0.00000003	0.00000000	9.99549998	0.23996800	0.00000000	0.00030003	8.00202497	32.01624678	-100.01624675	-67.99999997
0.04000000	0.00000800	0.00000008	0.00000000	9.99199992	0.31991998	0.00000000	0.00040006	8.00360006	32.02888695	-100.02888689	-67.99999994
0.05000000	0.00001250	0.00000016	0.00000000	9.98749980	0.39983995	0.00000000	0.00050012	8.00562532	32.04514348	-100.04514338	-67.99999991
0.06000000	0.00001800	0.00000028	0.00000000	9.98199957	0.47971988	0.00000000	0.00060020	8.00810088	32.06502001	-100.06501987	-67.99999987
0.07000000	0.00002450	0.00000045	0.00000000	9.97549920	0.55955175	0.00000000	0.00070032	8.01102687	32.08852102	-100.08852084	-67.99999982
0.08000000	0.00003200	0.00000067	0.00000000	9.96799863	0.63932751	0.00000000	0.00080048	8.01440346	32.11565180	-100.11565156	-67.99999976
0.09000000	0.00004050	0.00000096	0.00000000	9.95949780	0.71903912	0.00000000	0.00090068	8.01823083	32.14641847	-100.14641817	-67.99999970
0.10000000	0.00005000	0.00000132	0.00000000	9.94999664	0.79867850	0.00000000	0.00100094	8.02250921	32.18082797	-100.18082760	-67.99999963
0.11000000	0.00006050	0.00000176	0.00000000	9.93949509	0.87823759	0.00000000	0.00110125	8.02723884	32.21888805	-100.21888760	-67.99999955
0.12000000	0.00007201	0.00000229	0.00000000	9.92799304	0.95770827	0.00000000	0.00120162	8.03241998	32.26060731	-100.26060678	-67.99999947
0.13000000	0.00008451	0.00000292	0.00000000	9.91549043	1.03708243	0.00000000	0.00130206	8.03805294	32.30599519	-100.30599457	-67.99999938
0.14000000	0.00009801	0.00000365	0.00000000	9.90198714	1.11635193	0.00000000	0.00140258	8.04413803	32.35506196	-100.35506123	-67.99999928
0.15000000	0.00011252	0.00000449	0.00000000	9.88748308	1.19550860	0.00000000	0.00150317	8.05067562	32.40781872	-100.40781789	-67.99999917
0.16000000	0.00012802	0.00000546	0.00000000	9.87197813	1.27454425	0.00000000	0.00160385	8.05766607	32.46427745	-100.46427650	-67.99999906
0.17000000	0.00014453	0.00000655	0.00000000	9.85547219	1.35345067	0.00000000	0.00170462	8.06510981	32.52445096	-100.52444990	-67.99999893
0.18000000	0.00016203	0.00000778	0.00000000	9.83796513	1.43221960	0.00000000	0.00180548	8.07300725	32.58835294	-100.58835175	-67.99999881
0.19000000	0.00018054	0.00000916	0.00000000	9.81945682	1.51084276	0.00000000	0.00190645	8.08135888	32.65599795	-100.65599662	-67.99999867
0.20000000	0.00020005	0.00001069	0.00000000	9.79994713	1.58931185	0.00000000	0.00200753	8.09016518	32.72740140	-100.72739992	-67.99999853
0.21000000	0.00022056	0.00001238	0.00000000	9.77943592	1.66761851	0.00000000	0.00210872	8.09942668	32.80257961	-100.80257798	-67.99999838
0.22000000	0.00024208	0.00001425	0.00000000	9.75792306	1.74575437	0.00000000	0.00221003	8.10914393	32.88154977	-100.88154799	-67.99999822
0.23000000	0.00026459	0.00001629	0.00000000	9.73540840	1.82371100	0.00000000	0.00231147	8.11931753	32.96433000	-100.96432806	-67.99999805
0.24000000	0.00028811	0.00001852	0.00000000	9.71189178	1.90147993	0.00000000	0.00241303	8.12994809	33.05093930	-101.05093718	-67.99999788
0.25000000	0.00031263	0.00002095	0.00000000	9.68737307	1.97905265	0.00000000	0.00251474	8.14103625	33.14139760	-101.14139530	-67.99999770
0.26000000	0.00033815	0.00002358	0.00000000	9.66185210	2.05642062	0.00000000	0.00261659	8.15258272	33.23572574	-101.23572326	-67.99999752
0.27000000	0.00036467	0.00002642	0.00000000	9.63532871	2.13357523	0.00000000	0.00271859	8.16458819	33.33394553	-101.33394286	-67.99999733
0.28000000	0.00039220	0.00002949	0.00000000	9.60780275	2.21050783	0.00000000	0.00282075	8.17705343	33.43607970	-101.43607682	-67.99999713
0.29000000	0.00042073	0.00003279	0.00000000	9.57927407	2.28720972	0.00000000	0.00292306	8.18997922	33.54215194	-101.54214886	-67.99999692
0.30000000	0.00045026	0.00003633	0.00000000	9.54974250	2.36367216	0.00000000	0.00302555	8.20336638	33.65218693	-101.65218364	-67.99999671
0.31000000	0.00048079	0.00004011	0.00000000	9.51920788	2.43988631	0.00000000	0.00312821	8.21721576	33.76621031	-101.76620680	-67.99999649
0.32000000	0.00051233	0.00004416	0.00000000	9.48767005	2.51584333	0.00000000	0.00323105	8.23152828	33.88424874	-101.88424500	-67.99999626
0.33000000	0.00054487	0.00004847	0.00000000	9.45512887	2.59153427	0.00000000	0.00333408	8.24630485	34.00632986	-102.00632589	-67.99999603
0.34000000	0.00057842	0.00005305	0.00000000	9.42158416	2.66695015	0.00000000	0.00343730	8.26154645	34.13248235	-102.13247815	-67.99999579
0.35000000	0.00061296	0.00005792	0.00000000	9.38703580	2.74208192	0.00000000	0.00354072	8.27725408	34.26273592	-102.26273147	-67.99999555
0.36000000	0.00064852	0.00006308	0.00000000	9.35148362	2.81692044	0.00000000	0.00364435	8.29342881	34.39712134	-102.39711664	-67.99999530
0.37000000	0.00068507	0.00006854	0.00000000	9.31492749	2.89145654	0.00000000	0.00374819	8.31007172	34.53567042	-102.53566547	-67.99999504
0.38000000	0.00072263	0.00007432	0.00000000	9.27736727	2.96568093	0.00000000	0.00385224	8.32718394	34.67841608	-102.67841086	-67.99999478
0.39000000	0.00076120	0.00008042	0.00000000	9.23880283	3.03958429	0.00000000	0.00395653	8.34476665	34.82539232	-102.82538683	-67.99999452
0.40000000	0.00080077	0.00008684	0.00000000	9.19923405	3.11315721	0.00000000	0.00406104	8.36282108	34.97663425	-102.97662849	-67.99999424
0.41000000	0.00084134	0.00009361	0.00000000	9.15866082	3.18639018	0.00000000	0.00416580	8.38134848	35.13217812	-103.13217209	-67.99999397
0.42000000	0.00088292	0.00010073	0.00000000	9.11708302	3.25927364	0.00000000	0.00427080	8.40035017	35.29206133	-103.29205502	-67.99999369
0.43000000	0.00092550	0.00010820	0.00000000	9.07450058	3.33179791	0.00000000	0.00437605	8.41982750	35.45632245	-103.45631585	-67.99999340
0.44000000	0.00096909	0.00011605	0.00000000	9.03091341	3.40395327	0.00000000	0.00448156	8.43978187	35.62500121	-103.62499433	-67.99999311
0.45000000	0.00101368	0.00012427	0.00000000	8.98632145	3.47572987	0.00000000	0.00458733	8.46021475	35.79813858	-103.79813140	-67.99999282
0.46000000	0.00105928	0.00013288	0.00000000	8.94072463	3.54711778	0.00000000	0.00469338	8.48112762	35.97577674	-103.97576926	-67.99999252
0.47000000	0.00110588	0.00014189	0.00000000	8.89412292	3.61810698	0.00000000	0.00479971	8.50252204	36.15795910	-104.15795133	-67.99999222
0.48000000	0.00115348	0.00015131	0.00000000	8.84651631	3.68868735	0.00000000	0.00490633	8.52439961	36.34473037	-104.34472229	-67.99999192
0.49000000	0.00120210	0.00016115	0.00000000	8.79790478	3.75884867	0.00000000	0.00501323	8.54676199	36.53613651	-104.53612813	-67.99999162
0.50000000	0.00125171	0.00017142	0.00000000	8.74828836	3.82858062	0.00000000	0.00512044	8.56961089	36.73222484	-104.73221615	-67.99999131
0.51000000	0.00130233	0.00018213	0.00000000	8.69766710	3.89787277	0.00000000	0.00522796	8.59294806	36.93304397	-104.93303497	-67.99999101
0.52000000	0.00135396	0.00019329	0.00000000	8.64604104	3.96671457	0.00000000	0.00533580	8.61677533	37.13864388	-105.13863458	-67.99999070
0.53000000	0.00140659	0.00020490	0.00000000	8.59341028	4.03509538	0.00000000	0.00544395	8.64109456	37.34907595	-105.34906635	-67.99999040
0.54000000	0.00146023	0.00021700	0.00000000	8.53977494	4.10300442	0.00000000	0.00555244	8.66590770	37.56439296	-105.56438305	-67.99999009
0.55000000	0.00151486	0.00022957	0.00000000	8.48513516	4.17043081	0.00000000	0.00566127	8.69121673	37.78464911	-105.78463890	-67.99998979
0.56000000	0.00157051	0.00024264	0.00000000	8.42949112	4.23736355	0.00000000	0.00577044	8.71702370	38.00990006	-106.00988955	-67.99998949
0.57000000	0.00162716	0.00025621	0.00000000	8.37284301	4.30379150	0.00000000	0.00587996	8.74333072	38.24020298	-106.24019217	-67.99998919
0.58000000	0.00168481	0.00027030	0.00000000	8.31519108	4.36970340	0.00000000	0.00598985	8.77013995	38.47561653	-106.47560543	-67.99998890
0.59000000	0.00174346	0.00028491	0.00000000	8.25653562	4.43508786	0.00000000	0.00610010	8.79745364	38.71620093	-106.71618954	-67.99998861
0.60000000	0.00180312	0.00030007	0.00000000	8.19687693	4.49993334	0.00000000	0.00621073	8.82527409	38.96201794	-106.96200627	-67.99998833
0.61000000	0.00186378	0.00031577	0.00000000	8.13621538	4.56422819	0.00000000	0.00632175	8.85360364	39.21313095	-107.21311901	-67.99998806
0.62000000	0.00192545	0.00033204	0.00000000	8.07455137	4.62796059	0.00000000	0.00643316	8.88244473	39.46960498	-107.46959277	-67.99998779
0.63000000	0.00198811	0.00034888	0.00000000	8.01188535	4.69111859	0.00000000	0.00654497	8.91179986	39.73150668	-107.73149422	-67.99998754
0.64000000	0.00205178	0.00036631	0.00000000	7.94821782	4.75369008	0.00000000	0.00665718	8.94167159	39.99890442	-107.99889172	-67.99998730
0.65000000	0.00211645	0.00038434	0.00000000	7.88354934	4.81566281	0.00000000	0.00676982	8.97206253	40.27186829	-108.27185536	-67.99998707
0.66000000	0.00218212	0.00040298	0.00000000	7.81788050	4.87702437	0.00000000	0.00688288	9.00297541	40.55047013	-108.55045698	-67.99998685
0.67000000	0.00224879	0.00042224	0.00000000	7.75121198	4.93776216	0.00000000	0.00699638	9.03441297	40.83478356	-108.83477022	-67.99998666
0.68000000	0.00231646	0.00044214	0.00000000	7.68354451	4.99786346	0.00000000	0.00711032	9.06637808	41.12488404	-109.12487051	-67.99998648
0.69000000	0.00238512	0.00046268	0.00000000	7.61487887	5.05731536	0.00000000	0.00722471	9.09887363	41.42084886	-109.42083518	-67.99998632
0.70000000	0.00245478	0.00048390	0.00000000	7.54521593	5.11610476	0.00000000	0.00733956	9.13190261	41.72275724	-109.72274343	-67.99998618
0.71000000	0.00252544	0.00050578	0.00000000	7.47455661	5.17421841	0.00000000	0.00745489	9.16546809	42.03069030	-110.03067637	-67.99998607
0.72000000	0.00259710	0.00052836	0.00000000	7.40290194	5.23164286	0.00000000	0.00757069	9.19957319	42.34473110	-110.34471710	-67.99998599
0.73000000	0.00266975	0.00055164	0.00000000	7.33025300	5.28836448	0.00000000	0.00768697	9.23422113	42.66496475	-110.66495069	-67.99998594
0.74000000	0.00274339	0.00057563	0.00000000	7.25661097	5.34436946	0.00000000	0.00780376	9.26941520	42.99147835	-110.99146428	-67.99998592
0.75000000	0.00281802	0.00060036	0.00000000	7.18197710	5.39964377	0.00000000	0.00792105	9.30515874	43.32436108	-111.32434703	-67.99998594
0.76000000	0.00289365	0.00062583	0.00000000	7.10635275	5.45417319	0.00000000	0.00803885	9.34145520	43.66370424	-111.66369024	-67.99998600
0.77000000	0.00297026	0.00065206	0.00000000	7.02973938	5.50794332	0.00000000	0.00815718	9.37830810	44.00960124	-112.00958735	-67.99998611
0.78000000	0.00304786	0.00067906	0.00000000	6.95213855	5.56093951	0.00000000	0.00827604	9.41572103	44.36214771	-112.36213397	-67.99998626
0.79000000	0.00312645	0.00070685	0.00000000	6.87355192	5.61314692	0.00000000	0.00839545	9.45369765	44.72144147	-112.72142793	-67.99998646
0.80000000	0.00320602	0.00073545	0.00000000	6.79398128	5.66455049	0.00000000	0.00851541	9.49224172	45.08758260	-113.08756932	-67.99998672
0.81000000	0.00328657	0.00076487	0.00000000	6.71342851	5.71513493	0.00000000	0.00863594	9.53135707	45.46067347	-113.46066051	-67.99998704
0.82000000	0.00336810	0.00079512	0.00000000	6.63189565	5.76488472	0.00000000	0.00875703	9.57104759	45.84081878	-113.84080621	-67.99998743
0.83000000	0.00345062	0.00082622	0.00000000	6.54938485	5.81378410	0.00000000	0.00887871	9.61131727	46.22812559	-114.22811348	-67.99998788
0.84000000	0.00353410	0.00085818	0.00000000	6.46589841	5.86181709	0.00000000	0.00900098	9.65217017	46.62270337	-114.62269179	-67.99998842
0.85000000	0.00361856	0.00089103	0.00000000	6.38143877	5.90896745	0.00000000	0.00912386	9.69361043	47.02466399	-115.02465303	-67.99998904
0.86000000	0.00370399	0.00092478	0.00000000	6.29600852	5.95521868	0.00000000	0.00924735	9.73564226	47.43412182	-115.43411157	-67.99998975
0.87000000	0.00379039	0.00095945	0.00000000	6.20961041	6.00055405	0.00000000	0.00937146	9.77826995	47.85119373	-115.85118429	-67.99999056
0.88000000	0.00387775	0.00099504	0.00000000	6.12224736	6.04495654	0.00000000	0.00949621	9.82149786	48.27599911	-116.27599059	-67.99999148
0.89000000	0.00396608	0.00103159	0.00000000	6.03392246	6.08840889	0.00000000	0.00962160	9.86533044	48.70865992	-116.70865242	-67.99999251
0.90000000	0.00405536	0.00106911	0.00000000	5.94463899	6.13089353	0.00000000	0.00974764	9.90977219	49.14930071	-117.14929436	-67.99999366
0.91000000	0.00414560	0.00110761	0.00000000	5.85440042	6.17239265	0.00000000	0.00987436	9.95482769	49.59804865	-117.59804359	-67.99999494
0.92000000	0.00423679	0.00114711	0.00000000	5.76321043	6.21288814	0.00000000	0.01000174	10.00050160	50.05503355	-118.05502992	-67.99999637
0.93000000	0.00432893	0.00118764	0.00000000	5.67107290	6.25236159	0.00000000	0.01012982	10.04679862	50.52038792	-118.52038587	-67.99999795
0.94000000	0.00442201	0.00122921	0.00000000	5.57799192	6.29079430	0.00000000	0.01025859	10.09372355	50.99424691	-118.99424661	-67.99999970
0.95000000	0.00451603	0.00127183	0.00000000	5.48397185	6.32816727	0.00000000	0.01038807	10.14128122	51.47674840	-119.47675003	-68.00000163
0.96000000	0.00461098	0.00131554	0.00000000	5.38901727	6.36446120	0.00000000	0.01051827	10.18947653	51.96803300	-119.96803674	-68.00000374
0.97000000	0.00470687	0.00136034	0.00000000	5.29313300	6.39965645	0.00000000	0.01064921	10.23831444	52.46824402	-120.46825009	-68.00000607
0.98000000	0.00480368	0.00140627	0.00000000	5.19632415	6.43373309	0.00000000	0.01078088	10.28779995	52.97752753	-120.97753614	-68.00000861
0.99000000	0.00490140	0.00145333	0.00000000	5.09859610	6.46667083	0.00000000	0.01091330	10.33793811	53.49603231	-121.49604370	-68.00001140
1.00000000	0.00500005	0.00150155	0.00000000	4.99995453	6.49844908	0.00000000	0.01104649	10.38873403	54.02390987	-122.02392431	-68.00001444
1.01000000	0.00509959	0.00155095	0.00000000	4.90040542	6.52904688	0.00000000	0.01118045	10.44019283	54.56131445	-122.56133221	-68.00001775
1.02000000	0.00520004	0.00160156	0.00000000	4.79995507	6.55844296	0.00000000	0.01131520	10.49231968	55.10840299	-123.10842435	-68.00002136
1.03000000	0.00530139	0.00165338	0.00000000	4.69861011	6.58661566	0.00000000	0.01145074	10.54511975	55.66533508	-123.66536037	-68.00002529
1.04000000	0.00540362	0.00170646	0.00000000	4.59637755	6.61354300	0.00000000	0.01158709	10.59859827	56.23227296	-124.23230252	-68.00002956
1.05000000	0.00550674	0.00176080	0.00000000	4.49326473	6.63920261	0.00000000	0.01172426	10.65276042	56.80938148	-124.80941567	-68.00003419
1.06000000	0.00561072	0.00181643	0.00000000	4.38927940	6.66357176	0.00000000	0.01186226	10.70761145	57.39682801	-125.39686724	-68.00003922
1.07000000	0.00571557	0.00187337	0.00000000	4.28442970	6.68662736	0.00000000	0.01200109	10.76315654	57.99478243	-125.99482710	-68.00004467
1.08000000	0.00582128	0.00193165	0.00000000	4.17872420	6.70834592	0.00000000	0.01214078	10.81940088	58.60341698	-126.60346755	-68.00005057
1.09000000	0.00592783	0.00199130	0.00000000	4.07217192	6.72870358	0.00000000	0.01228132	10.87634965	59.22290627	-127.22296322	-68.00005695
1.10000000	0.00603522	0.00205232	0.00000000	3.96478231	6.74767608	0.00000000	0.01242274	10.93400795	59.85342707	-127.85349093	-68.00006386
1.11000000	0.00614343	0.00211476	0.00000000	3.85656535	6.76523877	0.00000000	0.01256503	10.99238084	60.49515829	-128.49522962	-68.00007132
1.12000000	0.00625247	0.00217863	0.00000000	3.74753148	6.78136661	0.00000000	0.01270822	11.05147333	61.14828078	-129.14836016	-68.00007939
1.13000000	0.00636231	0.00224397	0.00000000	3.63769171	6.79603414	0.00000000	0.01285230	11.11129033	61.81297718	-129.81306527	-68.00008809
1.14000000	0.00647294	0.00231078	0.00000000	3.52705757	6.80921550	0.00000000	0.01299730	11.17183664	62.48943177	-130.48952926	-68.00009749
1.15000000	0.00658436	0.00237912	0.00000000	3.41564118	6.82088443	0.00000000	0.01314321	11.23311696	63.17783028	-131.17793790	-68.00010762
1.16000000	0.00669654	0.00244899	0.00000000	3.30345528	6.83101424	0.00000000	0.01329005	11.29513585	63.87835963	-131.87847817	-68.00011854
1.17000000	0.00680949	0.00252042	0.00000000	3.19051323	6.83957783	0.00000000	0.01343782	11.35789771	64.59120771	-132.59133802	-68.00013031
1.18000000	0.00692317	0.00259345	0.00000000	3.07682905	6.84654770	0.00000000	0.01358654	11.42140675	65.31656308	-133.31670607	-68.00014299
1.19000000	0.00703758	0.00266810	0.00000000	2.96241747	6.85189590	0.00000000	0.01373621	11.48566698	66.05461470	-134.05477134	-68.00015664
1.20000000	0.00715271	0.00274441	0.00000000	2.84729391	6.85559409	0.00000000	0.01388684	11.55068218	66.80555156	-134.80572290	-68.00017134
1.21000000	0.00726853	0.00282239	0.00000000	2.73147459	6.85761349	0.00000000	0.01403843	11.61645588	67.56956230	-135.56974946	-68.00018716
1.22000000	0.00738502	0.00290208	0.00000000	2.61497649	6.85792490	0.00000000	0.01419099	11.68299129	68.34683481	-136.34703899	-68.00020417
1.23000000	0.00750218	0.00298350	0.00000000	2.49781742	6.85649873	0.00000000	0.01434452	11.75029133	69.13755577	-137.13777824	-68.00022247
1.24000000	0.00761998	0.00306670	0.00000000	2.38001607	6.85330496	0.00000000	0.01449904	11.81835852	69.94191011	-137.94215225	-68.00024214
1.25000000	0.00773841	0.00315169	0.00000000	2.26159203	6.84831316	0.00000000	0.01465453	11.88719503	70.76008050	-138.76034378	-68.00026328
1.26000000	0.00785743	0.00323851	0.00000000	2.14256581	6.84149251	0.00000000	0.01481102	11.95680255	71.59224669	-139.59253270	-68.00028600
1.27000000	0.00797704	0.00332719	0.00000000	2.02295893	6.83281177	0.00000000	0.01496849	12.02718230	72.43858491	-140.43889532	-68.00031041
1.28000000	0.00809721	0.00341776	0.00000000	1.90279392	6.82223934	0.00000000	0.01512695	12.09833499	73.29926707	-141.29960368	-68.00033662
1.29000000	0.00821791	0.00351026	0.00000000	1.78209439	6.80974324	0.00000000	0.01528639	12.17026073	74.17445998	-142.17482474	-68.00036476
1.30000000	0.00833911	0.00360471	0.00000000	1.66088507	6.79529110	0.00000000	0.01544683	12.24295898	75.06432453	-143.06471949	-68.00039496
1.31000000	0.00846081	0.00370115	0.00000000	1.53919185	6.77885024	0.00000000	0.01560824	12.31642855	75.96901466	-143.96944204	-68.00042738
1.32000000	0.00858296	0.00379961	0.00000000	1.41704186	6.76038762	0.00000000	0.01577063	12.39066745	76.88867642	-144.88913857	-68.00046215
1.33000000	0.00870554	0.00390013	0.00000000	1.29446346	6.73986989	0.00000000	0.01593400	12.46567291	77.82344677	-145.82394623	-68.00049945
1.34000000	0.00882851	0.00400274	0.00000000	1.17148636	6.71726341	0.00000000	0.01609833	12.54144125	78.77345244	-146.77399188	-68.00053944
1.35000000	0.00895186	0.00410747	0.00000000	1.04814164	6.69253426	0.00000000	0.01626362	12.61796782	79.73880855	-147.73939087	-68.00058232
1.36000000	0.00907554	0.00421435	0.00000000	0.92446181	6.66564831	0.00000000	0.01642984	12.69524694	80.71961727	-148.72024554	-68.00062826
1.37000000	0.00919952	0.00432343	0.00000000	0.80048088	6.63657117	0.00000000	0.01659700	12.77327178	81.71596623	-149.71664372	-68.00067749
1.38000000	0.00932377	0.00443473	0.00000000	0.67623441	6.60526831	0.00000000	0.01676507	12.85203432	82.72792690	-150.72865711	-68.00073021
1.39000000	0.00944824	0.00454829	0.00000000	0.55175955	6.57170504	0.00000000	0.01693404	12.93152519	83.75555279	-151.75633946	-68.00078667
1.40000000	0.00957290	0.00466415	0.00000000	0.42709516	6.53584659	0.00000000	0.01710388	13.01173364	84.79887760	-152.79972469	-68.00084709
1.41000000	0.00969772	0.00478234	0.00000000	0.30228182	6.49765812	0.00000000	0.01727457	13.09264738	85.85791310	-153.85882485	-68.00091175
1.42000000	0.00982264	0.00490290	0.00000000	0.17736192	6.45710479	0.00000000	0.01744609	13.17425247	86.93264701	-154.93362791	-68.00098091
1.43000000	0.00994762	0.00502585	0.00000000	0.05237970	6.41415183	0.00000000	0.01761840	13.25653323	88.02304062	-156.02409547	-68.00105485
1.44000000	0.01007262	0.00515124	0.00000000	-0.07261863	6.36876458	0.00000000	0.01779146	13.33947212	89.12902630	-157.13016018	-68.00113388
1.45000000	0.01019758	0.00527909	0.00000000	-0.19758489	6.32090854	0.00000000	0.01796525	13.42304956	90.25050487	-158.25172318	-68.00121831
1.46000000	0.01032247	0.00540945	0.00000000	-0.32246879	6.27054949	0.00000000	0.01813973	13.50724383	91.38734275	-159.38865121	-68.00130846
1.47000000	0.01044722	0.00554235	0.00000000	-0.44721794	6.21765355	0.00000000	0.01831483	13.59203093	92.53936896	-160.54077364	-68.00140468
1.48000000	0.01057178	0.00567781	0.00000000	-0.57177773	6.16218724	0.00000000	0.01849053	13.67738442	93.70637203	-161.70787935	-68.00150732
1.49000000	0.01069609	0.00581588	0.00000000	-0.69609126	6.10411761	0.00000000	0.01866675	13.76327524	94.88809657	-162.88971333	-68.00161676
1.50000000	0.01082010	0.00595659	0.00000000	-0.82009932	6.04341231	0.00000000	0.01884345	13.84967162	96.08423987	-164.08597322	-68.00173335
1.51000000	0.01094374	0.00609996	0.00000000	-0.94374029	5.98003974	0.00000000	0.01902056	13.93653883	97.29444816	-165.29630567	-68.00185751
1.52000000	0.01106695	0.00624603	0.00000000	-1.06695009	5.91396911	0.00000000	0.01919800	14.02383907	98.51831283	-166.52030245	-68.00198962
1.53000000	0.01118966	0.00639483	0.00000000	-1.18966212	5.84517063	0.00000000	0.01937571	14.11153127	99.75536644	-167.75749653	-68.00213009
1.54000000	0.01131181	0.00654638	0.00000000	-1.31180722	5.77361558	0.00000000	0.01955360	14.19957091	101.00507861	-169.00735795	-68.00227934
1.55000000	0.01143331	0.00670072	0.00000000	-1.43331359	5.69927652	0.00000000	0.01973157	14.28790988	102.26685178	-170.26928955	-68.00243777
1.56000000	0.01155411	0.00685787	0.00000000	-1.55410677	5.62212738	0.00000000	0.01990954	14.37649623	103.54001686	-171.54262266	-68.00260580
1.57000000	0.01167411	0.00701786	0.00000000	-1.67410962	5.54214368	0.00000000	0.02008741	14.46527406	104.82382884	-172.82661268	-68.00278384
1.58000000	0.01179324	0.00718070	0.00000000	-1.79324223	5.45930265	0.00000000	0.02026505	14.55418332	106.11746230	-174.12043457	-68.00297228
1.59000000	0.01191142	0.00734642	0.00000000	-1.91142197	5.37358346	0.00000000	0.02044237	14.64315961	107.42000691	-175.42317842	-68.00317151
1.60000000	0.01202856	0.00751503	0.00000000	-2.02856343	5.28496740	0.00000000	0.02061922	14.73213406	108.73046302	-176.73384492	-68.00338190
1.61000000	0.01214458	0.00768656	0.00000000	-2.14457843	5.19343804	0.00000000	0.02079547	14.82103312	110.04773728	-178.05134106	-68.00360378
1.62000000	0.01225938	0.00786102	0.00000000	-2.25937604	5.09898152	0.00000000	0.02097099	14.90977847	111.37063836	-179.37447583	-68.00383747
1.63000000	0.01237286	0.00803841	0.00000000	-2.37286260	5.00158670	0.00000000	0.02114563	14.99828685	112.69787298	-180.70195621	-68.00408322
1.64000000	0.01248494	0.00821875	0.00000000	-2.48494175	4.90124544	0.00000000	0.02131921	15.08646995	114.02804207	-182.03238334	-68.00434126
1.65000000	0.01259551	0.00840205	0.00000000	-2.59551450	4.79795281	0.00000000	0.02149158	15.17423431	115.35963740	-183.36424914	-68.00461174
1.66000000	0.01270448	0.00858829	0.00000000	-2.70447932	4.69170735	0.00000000	0.02166255	15.26148129	116.69103855	-184.69593330	-68.00489475
1.67000000	0.01281173	0.00877749	0.00000000	-2.81173218	4.58251131	0.00000000	0.02183194	15.34810697	118.02051052	-186.02570082	-68.00519030
1.68000000	0.01291717	0.00896963	0.00000000	-2.91716674	4.47037092	0.00000000	0.02199955	15.43400219	119.34620184	-187.35170015	-68.00549831
1.69000000	0.01302067	0.00916470	0.00000000	-3.02067442	4.35529663	0.00000000	0.02216518	15.51905255	120.66614355	-188.67196214	-68.00581860
1.70000000	0.01312214	0.00936270	0.00000000	-3.12214463	4.23730341	0.00000000	0.02232860	15.60313851	121.97824895	-189.98439981	-68.00615086
1.71000000	0.01322146	0.00956359	0.00000000	-3.22146488	4.11641096	0.00000000	0.02248961	15.68613548	123.28031437	-191.28680906	-68.00649469
1.72000000	0.01331852	0.00976736	0.00000000	-3.31852107	3.99264400	0.00000000	0.02264796	15.76791401	124.57002102	-192.57687053	-68.00684951
1.73000000	0.01341320	0.00997397	0.00000000	-3.41319771	3.86603251	0.00000000	0.02280341	15.84833999	125.84493801	-193.85215264	-68.00721463
1.74000000	0.01350538	0.01018339	0.00000000	-3.50537816	3.73661200	0.00000000	0.02295572	15.92727498	127.10252679	-195.11011597	-68.00758918
1.75000000	0.01359494	0.01039558	0.00000000	-3.59494498	3.60442371	0.00000000	0.02310464	16.00457652	128.34014691	-196.34811904	-68.00797213
1.76000000	0.01368178	0.01061049	0.00000000	-3.68178024	3.46951484	0.00000000	0.02324989	16.08009855	129.55506340	-197.56342569	-68.00836229
1.77000000	0.01376577	0.01082806	0.00000000	-3.76576586	3.33193875	0.00000000	0.02339123	16.15369190	130.74445574	-198.75321400	-68.00875826
1.78000000	0.01384678	0.01104824	0.00000000	-3.84678406	3.19175515	0.00000000	0.02352837	16.22520486	131.90542846	-199.91458695	-68.00915849
1.79000000	0.01392472	0.01127097	0.00000000	-3.92471771	3.04903025	0.00000000	0.02366104	16.29448380	133.03502352	-201.04458475	-68.00956123
1.80000000	0.01399945	0.01149616	0.00000000	-3.99945081	2.90383686	0.00000000	0.02378897	16.36137383	134.13023438	-202.14019896	-68.00996458
1.81000000	0.01407087	0.01172375	0.00000000	-4.07086897	2.75625452	0.00000000	0.02391188	16.42571963	135.18802182	-203.19838826	-68.01036644
1.82000000	0.01413886	0.01195363	0.00000000	-4.13885988	2.60636952	0.00000000	0.02402950	16.48736625	136.20533136	-204.21609594	-68.01076458
1.83000000	0.01420331	0.01218573	0.00000000	-4.20331381	2.45427494	0.00000000	0.02414155	16.54615998	137.17911230	-205.19026890	-68.01115660
1.84000000	0.01426412	0.01241993	0.00000000	-4.26412417	2.30007061	0.00000000	0.02424777	16.60194934	138.10633813	-206.11787815	-68.01154002
1.85000000	0.01432119	0.01265614	0.00000000	-4.32118802	2.14386302	0.00000000	0.02434789	16.65458606	138.98402819	-206.99594043	-68.01191224
1.86000000	0.01437441	0.01289423	0.00000000	-4.37440661	1.98576522	0.00000000	0.02444165	16.70392608	139.80927040	-207.82154099	-68.01227059
1.87000000	0.01442369	0.01313410	0.00000000	-4.42368594	1.82589662	0.00000000	0.02452882	16.74983064	140.57924465	-208.59185703	-68.01261239
